nodeID nodeLabel nodeLat nodeLong
91 colindale 51.595230546294 -0.25027310932225
92 bushey 51.645544206307 -0.38470709118099
93 watfordhighstreet 51.652653752213 -0.39168227690127
94 caledonianroad 51.547885455043 -0.11834644235876
95 hollowayroad 51.55281611672 -0.11292127587712
96 caledonianroad&barnsbury 51.543284589046 -0.11519043865212
97 highbury&islington 51.546495518926 -0.10406772078143
98 camdenroad 51.541851250779 -0.13918869492503
99 camdentown 51.539969369251 -0.14243796405007
100 euston 51.528664346375 -0.13328205840994
101 morningtoncrescent 51.534362233874 -0.1387299346061
102 canarywharf 51.503578406232 -0.019452434600173
103 surreyquays 51.493266862158 -0.047515585346921
104 heronquays 51.503386571015 -0.021939126563571
105 northgreenwich 51.500255151591 0.0036006636371896
106 canningtown 51.513870285695 0.0083200415480822
107 royalvictoria 51.509055232332 0.017979819853408
108 westsilvertown 51.502884431544 0.022260451989289
109 cannonstreet 51.511362099463 -0.090236118885105
110 monument 51.510630425959 -0.086173905918798
111 canonbury 51.548188396024 -0.092559776199295
112 dalstonjunction 51.546093724339 -0.07497978585502
113 dalstonkingsland 51.548667827094 -0.076212502172009
114 canonspark 51.607650605221 -0.29437715826231
115 queensbury 51.593883010111 -0.28631716346916
116 carpenderspark 51.628186764519 -0.38581487914664
117 chorleywood 51.654265989674 -0.51831947385278
118 chancerylane 51.518494029809 -0.11194761724718
119 stpauls 51.51483530739 -0.097556591574387
120 charingcross 51.508358644804 -0.12478853109718
121 embankment 51.507312509276 -0.12235292981979
122 chesham 51.705380095434 -0.61141518839627
123 chigwell 51.617857862487 0.076193656688014
124 rodingvalley 51.616956440142 0.044040648415103
125 rickmansworth 51.640323072212 -0.47367013575456
126 claphamcommon 51.4618036863 -0.13830051012379
127 claphamsouth 51.452676506748 -0.1479696801021
128 claphamhighstreet 51.465469529402 -0.13245010905033
129 wandsworthroad 51.470223218762 -0.13902328072857
130 claphamnorth 51.464916230409 -0.12989566953588
131 hendoncentral 51.583133074092 -0.2267197095034
132 collierswood 51.418759208995 -0.17740072104762
133 southwimbledon 51.41536073293 -0.19196016848772
134 coventgarden 51.512760249622 -0.1244924862088
135 holborn 51.517235749261 -0.11982609759457
136 crossharbour 51.495839980525 -0.014918409980624
137 mudchute 51.491236186648 -0.014945543221677
138 crouchhill 51.571327111387 -0.11711885796196
139 harringaygreenlanes 51.57714590447 -0.098202962998489
140 croxley 51.647005333911 -0.44158934771671
141 watford 51.657605146891 -0.41725555293253
142 customhouse 51.509622053058 0.025786917726712
143 princeregent 51.509434545079 0.033502981448267
144 cuttysarkformaritimegreenwich 51.481944468688 -0.01056746798363
145 greenwich 51.477547665535 -0.014848686252722
146 gallionsreach 51.509034130657 0.071789801687878
147 dagenhameast 51.544187318113 0.16584784999223
148 elmpark 51.549124559422 0.19726710182967
149 haggerston 51.538684738939 -0.075580841462924
150 hackneycentral 51.547257451286 -0.055575092639468
151 debden 51.645491990883 0.083815925291538
152 theydonbois 51.672552069981 0.10290519530392
153 denmarkhill 51.468200650033 -0.090973475173744
154 deptfordbridge 51.474476774061 -0.022038032405853
155 elversonroad 51.468372191483 -0.016801981736488
156 langdonpark 51.518883939693 -0.015199388573999
157 dollishill 51.551850619529 -0.23878334100376
158 willesdengreen 51.549373313232 -0.22239318421442
159 ealingbroadway 51.51486201146 -0.30199597251937
160 ealingcommon 51.510248690463 -0.28713701041592
161 gloucesterroad 51.494499579725 -0.18352915689619
162 highstreetkensington 51.500729468384 -0.19155165303998
163 eastacton 51.516263444214 -0.2480978154307
164 whitecity 51.512232464701 -0.22461752326457
165 eastcote 51.576551871493 -0.39680887105797
166 raynerslane 51.575396777398 -0.371046385824
167 ruislipmanor 51.573451624726 -0.41283492710738
168 eastfinchley 51.587332564437 -0.16472945405368
169 highgate 51.57764663481 -0.14692043327249
170 eastham 51.539246158049 0.051530710126145
171 eastputney 51.458879808899 -0.21098384278422
172 putneybridge 51.467865362703 -0.20935102262327
173 edgware 51.614229655466 -0.27507922607818
174 edgwareroad(bakerlooline) 51.520645381678 -0.17052514070378
175 marylebone 51.522396687994 -0.16347815242029
176 kennington 51.488662470707 -0.10505621257104
177 hornchurch 51.554355082156 0.21894141805997
178 lewisham 51.464880714235 -0.012418307529155
179 temple 51.51104062071 -0.11371134239066
180 waterloo 51.503146653078 -0.11324484659974
181 kingscrossstpancras 51.530312476892 -0.12385771561154
182 southhampstead 51.541476868984 -0.1783567825076
183 warrenstreet 51.524580005085 -0.13826391949985
184 eustonsquare 51.528664346375 -0.13328205840994
185 hainault 51.602845314928 0.094122987217226
186 finchleycentral 51.600903273752 -0.19320620063466
187 finchleyroad 51.547096220268 -0.18003614128656
188 swisscottage 51.543034867714 -0.17561218648329
189 finchleyroad&frognal 51.550119520279 -0.18363678247277
190 hampsteadheath 51.555199944256 -0.16455176144825
191 manorhouse 51.570747151453 -0.095670549505162
192 sevensisters 51.583362168372 -0.0724523920649
193 foresthill 51.439308318386 -0.053314119078799
194 sydenham 51.427341258001 -0.055074289357489
195 fulhambroadway 51.480260927016 -0.19552976561085
196 westbrompton 51.487328938205 -0.19552441152812
197 beckton 51.514376621471 0.061539705886513
198 gantshill 51.576552943422 0.066098526398209
199 newburypark 51.575638344309 0.090317586010402
200 southkensington 51.494071386411 -0.17390862058942
201 hampstead 51.556542616677 -0.17800013773286
202 goldhawkroad 51.502076993967 -0.22738960127533
203 hammersmith(h&cline) 51.493483379174 -0.22462575515926
204 shepherdsbushmarket 51.505880735504 -0.22738608723774
205 goodgestreet 51.520613125487 -0.13479327927061
206 tottenhamcourtroad 51.51621088565 -0.13109602942553
207 gospeloak 51.555405311264 -0.15128661069808
208 kentishtownwest 51.546547987029 -0.14674199079293
209 upperholloway 51.563623319983 -0.12909493917319
210 grangehill 51.613480413753 0.092286969949084
211 greenford 51.541980112836 -0.34586432267848
212 perivale 51.536341860358 -0.32305600630537
213 piccadillycircus 51.509696764476 -0.13369718974012
214 westminster 51.501401606172 -0.12498767440679
215 gunnersbury 51.491863444709 -0.27514973411264
216 southacton 51.499685861011 -0.27020080333496
217 homerton 51.546595450822 -0.038497927971748
218 hackneywick 51.543558409072 -0.025245084630728
219 stratford 51.541692579295 -0.0037372234417709
220 hoxton 51.531391621283 -0.075571232880956
221 hammersmith(dist&piccline) 51.491819802914 -0.22284652701972
222 hangerlane 51.530072069094 -0.29298173181915
223 northacton 51.523432458806 -0.25971511616691
224 harlesden 51.536258358843 -0.25748125850322
225 stonebridgepark 51.54398658738 -0.27538602336732
226 southtottenham 51.580402594532 -0.071841526783666
227 harrow&wealdstone 51.592594673236 -0.33423825163137
228 headstonelane 51.602499669538 -0.35689307782418
229 kenton 51.581496322037 -0.31520243664979
230 harrow-on-the-hill 51.579388159582 -0.33698708805734
231 northwickpark 51.5785087266 -0.31818496289702
232 westharrow 51.578924280955 -0.35383226807134
233 hatchend 51.609828548789 -0.36916434211502
234 hattoncross 51.466685355642 -0.42336616986103
235 heathrowterminal4 51.45978048411 -0.44771519861354
236 hounslowwest 51.473105762632 -0.38569323300198
237 heathrowterminals123 51.47128945567 -0.45239283063262
238 heathrowterminal5 51.470025485584 -0.49063310869077
239 southquay 51.500863608239 -0.018446287979256
240 highbarnet 51.651688276705 -0.19415092780429
241 totteridge&whetstone 51.63024674119 -0.17933981753571
242 hillingdon 51.55377757066 -0.44988357245777
243 ickenham 51.560825107127 -0.44156508942605
244 uxbridge 51.546454564696 -0.47708714109832
245 russellsquare 51.523013052867 -0.12457578611157
246 hollandpark 51.507146508744 -0.20654337129402
247 upminsterbridge 51.557718771685 0.23455631120919
248 hounslowcentral 51.470925810282 -0.36594373417825
249 hounsloweast 51.473707937461 -0.35526092596841
250 osterley 51.481216852781 -0.3520816978192
251 shoreditchhighstreet 51.523466827911 -0.077073012851082
252 hydeparkcorner 51.502584030904 -0.15245970877887
253 ruislip 51.57216197222 -0.42122049909957
254 imperialwharf 51.474938948929 -0.18282310826897
255 claphamjunction 51.464366804651 -0.17030060907001
256 islandgardens 51.487950088882 -0.010478902499309
257 oval 51.481412613811 -0.11330667730935
258 kensalgreen 51.530524241234 -0.22469897011847
259 queenspark 51.534312675201 -0.20478373421795
260 kensalrise 51.53421509119 -0.22080656353585
261 kensington(olympia) 51.497879724483 -0.21036483866639
262 kentishtown 51.550009538423 -0.14045684366827
263 southkenton 51.571044486824 -0.30812855062663
264 kewgardens 51.476789170755 -0.28536661446493
265 kilburn 51.546944459981 -0.20461829997264
266 kilburnhighroad 51.537267764059 -0.19109868962017
267 kilburnpark 51.535135560206 -0.19395164168612
268 maidavale 51.529995078969 -0.18541823310956
269 kinggeorgev 51.502008599189 0.062220618931645
270 woolwicharsenal 51.489907107526 0.069208307647642
271 kingsbury 51.584876550714 -0.27858717715014
272 wembleypark 51.563322491915 -0.27922812839087
273 knightsbridge 51.501354916808 -0.16065008131194
274 ladbrokegrove 51.517210698742 -0.21018376269161
275 latimerroad 51.513958124663 -0.21744525733064
276 westbournepark 51.520988865484 -0.20086810419124
277 lambethnorth 51.499129959063 -0.11175385704735
278 lancastergate 51.511890964101 -0.17541552045722
279 marblearch 51.513965510738 -0.15855680746603
280 woodlane 51.509658221839 -0.2244582012666
281 leicestersquare 51.511291196842 -0.12822773962177
282 leyton 51.55813227051 -0.0064509088011814
283 leytonstone 51.568522287449 0.009154878018083
284 leytonmidlandroad 51.569364239801 -0.0080519210997184
285 leytonstonehighroad 51.563807342647 0.0082688934065806
286 snaresbrook 51.580891270601 0.021478357761873
287 wanstead 51.574902145755 0.028774900468403
288 wansteadpark 51.551778074703 0.026404363778733
289 limehouse 51.512312167848 -0.039365669438682
290 westferry 51.509638150617 -0.026308729670621
291 londoncityairport 51.50368965775 0.047887121033287
292 warwickavenue 51.523104457076 -0.18293888140664
293 turnpikelane 51.590358146027 -0.1027906082273
294 millhilleast 51.608316669912 -0.20988127429344
295 towerhill 51.510394282129 -0.076686790760475
296 moorpark 51.629930718133 -0.4328985822977
297 northwood 51.611213662308 -0.42382334746562
298 neasden 51.554627747213 -0.25010062378951
299 westacton 51.517770184208 -0.28064276561988
300 northealing 51.517622323819 -0.28897914280262
301 southealing 51.501644057917 -0.30702584019952
302 northharrow 51.584631342978 -0.3626185623764
303 northolt 51.548212945697 -0.36842617615208
304 northwembley 51.562396328364 -0.30393379535805
305 wembleycentral 51.551864816194 -0.29637790641578
306 prestonroad 51.572103763883 -0.29495758553154
307 northwoodhills 51.600802695129 -0.40929692189409
308 pinner 51.592361724428 -0.38120935690424
309 westcroydon 51.378552186111 -0.1020199266263
310 queensway 51.510449255439 -0.18740549543317
311 oakwood 51.64763797617 -0.1318390886991
312 cockfosters 51.652024496788 -0.14990225857042
313 edgwareroad(districtline) 51.51999806318 -0.1676538436008
314 royaloak 51.518294375269 -0.18880926348942
315 paddington(h&cline) 51.515393806532 -0.17572234283505
316 parsonsgreen 51.474960176772 -0.20111009589714
317 peckhamrye 51.469511372801 -0.069969158361951
318 pengewest 51.418062935027 -0.060631385884983
319 pimlico 51.489552877924 -0.1330938573102
320 victoria 51.496423969876 -0.14390630306143
321 plaistow 51.531288332324 0.017795056275962
322 uptonpark 51.536628195871 0.034556255633226
323 pontoondock 51.502216211037 0.033340112607835
324 westindiaquay 51.506762659668 -0.020568040587805
325 royalalbert 51.508493863562 0.045191552169371
326 puddingmilllane 51.53432785535 -0.012754096692901
327 queensroadpeckham 51.474284715779 -0.057340582526957
328 ravenscourtpark 51.494068008984 -0.23595483065011
329 southharrow 51.564680211138 -0.35187954635816
330 redbridge 51.576366911264 0.045408472505876
331 richmond 51.463232922347 -0.30172474133933
332 woodford 51.607201839663 0.034070640659794
333 rotherhithe 51.501594510808 -0.052951891484305
334 ruislipgardens 51.559960227907 -0.40927968814014
335 southruislip 51.55689035096 -0.39910148824501
336 tottenhamhale 51.587997785049 -0.060173390466137
337 wapping 51.504340322706 -0.055846408737992
338 shepherdsbush 51.50453217729 -0.21850475368199
339 sloanesquare 51.492359782932 -0.1564744555002
340 southwoodford 51.591552612383 0.027957511681624
341 southfields 51.444883338258 -0.20659499856664
342 sudburyhill 51.557339600086 -0.33637769283987
343 southwark 51.503853632869 -0.10578053394541
344 morden 51.402185984981 -0.19483760810466
345 stamfordbrook 51.494449997347 -0.24523190696758
346 stanmore 51.6196734807 -0.30308485086488
347 starlane 51.520604250081 0.0042054135552674
348 stepneygreen 51.521995838874 -0.047368111957746
349 stjamesspark 51.499609810342 -0.13386435110426
350 stjohnswood 51.534854431713 -0.17405042505482
351 vauxhall 51.485735816391 -0.12381555294752
352 stratfordhighstreet 51.538148951165 -0.001065939537146
353 stratfordinternational 51.54480853536 -0.0087640154463654
354 sudburytown 51.551397480891 -0.31632906529511
355 newcross 51.476429418617 -0.032264414494673
356 crystalpalace 51.418170359941 -0.072592854062748
357 epping 51.69368615157 0.11384001852178
358 tootingbroadway 51.42704916499 -0.16867014599257
359 woodsidepark 51.617868422141 -0.185411063095
360 towergateway 51.510392650922 -0.074395469530797
361 woodgreen 51.597453741251 -0.10951215426353
362 upminster 51.558763325208 0.2514152239117
363 woodgrangepark 51.549052529247 0.044586916011772
364 watfordjunction 51.663883061474 -0.39615750118974
365 westfinchley 51.609262750488 -0.1889026706526
366 westruislip 51.569587924657 -0.43784571956141
367 wimbledon 51.421107869794 -0.20664845638008
368 wimbledonpark 51.434580976538 -0.19917189150183
